,flip-class,premID,premise,hypoID,hypothesis,orig-hypothesis,lab_count,maj_count,mask-type,model-label,response,model-wrong,orig-label
430,Uncertain-Same,20546.0,Can't you make them a little more real?',60375.0,It would be much better if they were a bit more realistic.,It would be better if they were a bit more realistic.,2.0,3.0,gradient,entailment,neutral,True,entailment
431,Certain-Flip,20546.0,Can't you make them a little more real?',60378.0,They would be much better if they were a bit more realistic.,It would be better if they were a bit more realistic.,2.0,3.0,gradient,neutral,neutral,False,entailment
432,Uncertain-Flip,20546.0,Can't you make them a little more real?',60381.0,It wouldn't be better if they were a bit more realistic.,It would be better if they were a bit more realistic.,2.0,3.0,gradient,neutral,contradiction,True,entailment
433,Uncertain-Same,20546.0,Can't you make them a little more real?',60382.0,They would be better if they were a bit more realistic.,It would be better if they were a bit more realistic.,2.0,3.0,gradient,entailment,neutral,True,entailment
434,Certain-Same,21616.0,They can supply equipment and extra insurance if you need it.,63542.0,"They can sell you insurance if you need it, but you 'll have to get your equipment down the road.","They can sell you insurance, but you'll have to get your equipment down the road.",1.0,3.0,gradient,contradiction,contradiction,False,contradiction
435,Uncertain-Flip,21616.0,They can supply equipment and extra insurance if you need it.,63545.0,"They can supply equipment and insurance, but you'll have to get your equipment down the road.","They can sell you insurance, but you'll have to get your equipment down the road.",2.0,3.0,gradient,neutral,contradiction,True,contradiction
436,Uncertain-Same,21616.0,They can supply equipment and extra insurance if you need it.,63552.0,"They can sell you insurance and equipment, but you'll have to get your equipment down the road.","They can sell you insurance, but you'll have to get your equipment down the road.",2.0,3.0,gradient,contradiction,contradiction,False,contradiction
437,Uncertain-Same,21616.0,They can supply equipment and extra insurance if you need it.,63554.0,"They can give you extra insurance, but you'll have to get your equipment down the road.","They can sell you insurance, but you'll have to get your equipment down the road.",1.0,3.0,gradient,contradiction,contradiction,False,contradiction
438,Uncertain-Same,22397.0,And no sooner had I begun to enjoy my Slateness than glorious erotic opportunity went a-glimmering.,12211.0,They were not enjoying themselves due to the lack of erotic opportunities emerging.,They were not enjoying themselves due to no erotic opportunities emerging.,1.0,3.0,data-slices,contradiction,contradiction,False,contradiction
439,Uncertain-Flip,22397.0,And no sooner had I begun to enjoy my Slateness than glorious erotic opportunity went a-glimmering.,12213.0,They were not enjoying themselves due to the erotic opportunities emerging.,They were not enjoying themselves due to no erotic opportunities emerging.,1.0,3.0,data-slices,neutral,contradiction,True,contradiction
440,Uncertain-Flip,22397.0,And no sooner had I begun to enjoy my Slateness than glorious erotic opportunity went a-glimmering.,12216.0,They were not enjoying themselves due to the erotic opportunity emerging.,They were not enjoying themselves due to no erotic opportunities emerging.,1.0,3.0,data-slices,neutral,contradiction,True,contradiction
441,Certain-Same,22397.0,And no sooner had I begun to enjoy my Slateness than glorious erotic opportunity went a-glimmering.,12217.0,They were very disappointed in themselves due to no erotic opportunities emerging.,They were not enjoying themselves due to no erotic opportunities emerging.,1.0,3.0,data-slices,contradiction,contradiction,False,contradiction
442,Certain-Flip,24717.0,because the economy is down people you know the the the low man on the pole is getting more of the i guess the bulk of it,13433.0,The high man on the pole is getting more of it.,The high man on the pole also gets some of it.,2.0,3.0,data-slices,contradiction,contradiction,False,neutral
443,Uncertain-Same,24717.0,because the economy is down people you know the the the low man on the pole is getting more of the i guess the bulk of it,13436.0,The high man on the pole also gets a lot of it.,The high man on the pole also gets some of it.,2.0,3.0,data-slices,neutral,neutral,False,neutral
444,Uncertain-Flip,24717.0,because the economy is down people you know the the the low man on the pole is getting more of the i guess the bulk of it,13437.0,The high man on the pole also gets the bulk of it.,The high man on the pole also gets some of it.,2.0,3.0,data-slices,contradiction,contradiction,False,neutral
445,Uncertain-Flip,24717.0,because the economy is down people you know the the the low man on the pole is getting more of the i guess the bulk of it,13438.0,The high man on the pole also is getting more of it.,The high man on the pole also gets some of it.,2.0,3.0,data-slices,contradiction,neutral,True,neutral
446,Certain-Same,24933.0,"To get a clear sense of the original, start with the villa's excellent scale model.",13574.0,There are no scale models of the.,There are no scale models of the villa at all.,2.0,3.0,data-slices,contradiction,neutral,True,contradiction
447,Uncertain-Flip,24933.0,"To get a clear sense of the original, start with the villa's excellent scale model.",13575.0,There are no other scale models of the villa at all.,There are no scale models of the villa at all.,1.0,3.0,data-slices,neutral,neutral,False,contradiction
448,Uncertain-Same,24933.0,"To get a clear sense of the original, start with the villa's excellent scale model.",13579.0,There are no other models of the villa at all.,There are no scale models of the villa at all.,2.0,3.0,data-slices,contradiction,neutral,True,contradiction
449,Uncertain-Same,24933.0,"To get a clear sense of the original, start with the villa's excellent scale model.",13581.0,There are no small scale models of the villa at all.,There are no scale models of the villa at all.,2.0,3.0,data-slices,contradiction,neutral,True,contradiction
450,Uncertain-Same,28909.0,Poblete claims that the reports will be posted as soon as Congress resolves technical hurdles.,15667.0,Poblete claims that the reports were lost due to technical difficulties and will.,Poblete claims that the reports were lost due to technical difficulties and will not be released.,2.0,3.0,data-slices,contradiction,neutral,True,contradiction
451,Certain-Same,28909.0,Poblete claims that the reports will be posted as soon as Congress resolves technical hurdles.,15668.0,Poblete claims that the reports were lost due to technical difficulties and will never be released.,Poblete claims that the reports were lost due to technical difficulties and will not be released.,1.0,3.0,data-slices,contradiction,contradiction,False,contradiction
452,Uncertain-Flip,28909.0,Poblete claims that the reports will be posted as soon as Congress resolves technical hurdles.,15669.0,Poblete claims that the reports were lost due to technical difficulties and will soon be released.,Poblete claims that the reports were lost due to technical difficulties and will not be released.,1.0,3.0,data-slices,neutral,neutral,False,contradiction
453,Uncertain-Flip,28909.0,Poblete claims that the reports will be posted as soon as Congress resolves technical hurdles.,15670.0,Poblete claims that the reports were lost due to technical difficulties and will be released.,Poblete claims that the reports were lost due to technical difficulties and will not be released.,1.0,3.0,data-slices,neutral,neutral,False,contradiction
454,Uncertain-Flip,29849.0,because uh there's no way they can even i think mathematically they're out of the play-off scene now,16099.0,"There is a way they can, mathematically they are no longer in the play off race.","There is not a chance they can, mathematically they are no longer in the play off race.",2.0,3.0,data-slices,contradiction,contradiction,False,entailment
455,Certain-Same,29849.0,because uh there's no way they can even i think mathematically they're out of the play-off scene now,16102.0,"There is not a chance they can, mathematically they are out of the play off race.","There is not a chance they can, mathematically they are no longer in the play off race.",1.0,3.0,data-slices,entailment,entailment,False,entailment
456,Uncertain-Same,29849.0,because uh there's no way they can even i think mathematically they're out of the play-off scene now,16104.0,"There is a chance they can, mathematically they are no longer in the play off race.","There is not a chance they can, mathematically they are no longer in the play off race.",2.0,3.0,data-slices,entailment,contradiction,True,entailment
457,Uncertain-Flip,29849.0,because uh there's no way they can even i think mathematically they're out of the play-off scene now,16105.0,"There is a good chance they can, mathematically they are no longer in the play off race.","There is not a chance they can, mathematically they are no longer in the play off race.",2.0,3.0,data-slices,contradiction,contradiction,False,entailment
458,Uncertain-Flip,30305.0,i've got a big Oldsmobile that i pull it with when i,16397.0,I pull my Jeep with it when I'm in my Oldsmobile.,"I pull my Jeep with it, not my Oldsmobile.",2.0,3.0,data-slices,neutral,contradiction,True,contradiction
459,Uncertain-Flip,30305.0,i've got a big Oldsmobile that i pull it with when i,16398.0,"I pull my Jeep with it, but I drive an Oldsmobile.","I pull my Jeep with it, not my Oldsmobile.",2.0,3.0,data-slices,neutral,neutral,False,contradiction
460,Certain-Flip,30305.0,i've got a big Oldsmobile that i pull it with when i,16399.0,I pull my Jeep with my Oldsmobile.,"I pull my Jeep with it, not my Oldsmobile.",1.0,3.0,data-slices,neutral,neutral,False,contradiction
461,Uncertain-Same,30305.0,i've got a big Oldsmobile that i pull it with when i,16401.0,I pull my Jeep with it when I drive my Oldsmobile.,"I pull my Jeep with it, not my Oldsmobile.",2.0,3.0,data-slices,contradiction,contradiction,False,contradiction
462,Uncertain-Flip,32065.0,On Monday Mrs. Inglethorp will take the last dose of her medicine.,17436.0,Mrs. Inglethorp will not take any more of her medicine on Monday.,Mrs. Inglethorp will not take any more of her medicine after Monday.,1.0,3.0,data-slices,contradiction,contradiction,False,entailment
463,Uncertain-Same,32065.0,On Monday Mrs. Inglethorp will take the last dose of her medicine.,17437.0,Mrs. Inglethorp will not take any more of her medication on Monday.,Mrs. Inglethorp will not take any more of her medicine after Monday.,1.0,3.0,data-slices,entailment,contradiction,True,entailment
464,Uncertain-Same,32065.0,On Monday Mrs. Inglethorp will take the last dose of her medicine.,17440.0,Mrs. Inglethorp will not take any of her medicine after Monday.,Mrs. Inglethorp will not take any more of her medicine after Monday.,2.0,3.0,data-slices,entailment,entailment,False,entailment
465,Certain-Flip,32065.0,On Monday Mrs. Inglethorp will take the last dose of her medicine.,17446.0,Mrs. Inglethorp will not take her last dose of her medicine after Monday.,Mrs. Inglethorp will not take any more of her medicine after Monday.,1.0,3.0,data-slices,contradiction,entailment,True,entailment
466,Uncertain-Flip,33535.0,"GP2 synthetic seawater, made from reagent grade chemical salts (30 ) in conjunction with natural seawater, may also be used if recommended.",18280.0,There is no difference between real and synthetic seawater.,There is not much difference between real and synthetic seawater.,1.0,3.0,data-slices,contradiction,contradiction,False,neutral
467,Certain-Same,33535.0,"GP2 synthetic seawater, made from reagent grade chemical salts (30 ) in conjunction with natural seawater, may also be used if recommended.",18282.0,There isn't much difference between real and synthetic seawater.,There is not much difference between real and synthetic seawater.,1.0,3.0,data-slices,neutral,neutral,False,neutral
468,Uncertain-Flip,33535.0,"GP2 synthetic seawater, made from reagent grade chemical salts (30 ) in conjunction with natural seawater, may also be used if recommended.",18284.0,There is not a difference between real and synthetic seawater.,There is not much difference between real and synthetic seawater.,1.0,3.0,data-slices,contradiction,contradiction,False,neutral
469,Uncertain-Same,33535.0,"GP2 synthetic seawater, made from reagent grade chemical salts (30 ) in conjunction with natural seawater, may also be used if recommended.",18285.0,There is too much difference between real and synthetic seawater.,There is not much difference between real and synthetic seawater.,2.0,3.0,data-slices,neutral,neutral,False,neutral
470,Uncertain-Same,34035.0,We agree that climate change is a serious issue we need to address.,18606.0,Climate change has never been previously recognized as a serious issue.,Climate change has not been previously recognized as a serious issue.,2.0,3.0,data-slices,neutral,neutral,False,neutral
471,Uncertain-Flip,34035.0,We agree that climate change is a serious issue we need to address.,18609.0,Climate change has been previously recognized as a serious issue.,Climate change has not been previously recognized as a serious issue.,2.0,3.0,data-slices,entailment,neutral,True,neutral
472,Certain-Flip,34035.0,We agree that climate change is a serious issue we need to address.,18610.0,Climate change has been recognized as a serious issue.,Climate change has not been previously recognized as a serious issue.,1.0,3.0,data-slices,entailment,entailment,False,neutral
473,Uncertain-Same,34035.0,We agree that climate change is a serious issue we need to address.,18611.0,Climate change had been previously recognized as a serious issue.,Climate change has not been previously recognized as a serious issue.,2.0,3.0,data-slices,neutral,neutral,False,neutral
474,Uncertain-Same,34167.0,"The influence is clear even in the most spectacular of the Brenta villas, at Stra, the opulent Villa Pisani, or Villa Nazionale.",18700.0,The influence is clearly felt at the Villa Nazionale than at Stra.,The influence is more clearly felt at the Villa Nazionale than at Stra.,1.0,3.0,data-slices,neutral,neutral,False,neutral
475,Certain-Flip,34167.0,"The influence is clear even in the most spectacular of the Brenta villas, at Stra, the opulent Villa Pisani, or Villa Nazionale.",18702.0,The influence is less clear at the Villa Nazionale than at Stra.,The influence is more clearly felt at the Villa Nazionale than at Stra.,1.0,3.0,data-slices,contradiction,neutral,True,neutral
476,Uncertain-Flip,34167.0,"The influence is clear even in the most spectacular of the Brenta villas, at Stra, the opulent Villa Pisani, or Villa Nazionale.",18704.0,The influence is less clearly felt at the Villa Nazionale than at Stra.,The influence is more clearly felt at the Villa Nazionale than at Stra.,1.0,3.0,data-slices,contradiction,neutral,True,neutral
477,Uncertain-Flip,34167.0,"The influence is clear even in the most spectacular of the Brenta villas, at Stra, the opulent Villa Pisani, or Villa Nazionale.",18705.0,The influence is less felt at the Villa Nazionale than at Stra.,The influence is more clearly felt at the Villa Nazionale than at Stra.,1.0,3.0,data-slices,contradiction,neutral,True,neutral
478,Certain-Flip,34742.0,The stock market historically has a higher rate of return than government bonds do.,19009.0,Government bonds are performing better than five years ago.,Government bonds are performing worse now than five years ago.,1.0,3.0,data-slices,contradiction,neutral,True,neutral
479,Uncertain-Flip,34742.0,The stock market historically has a higher rate of return than government bonds do.,19010.0,Government bonds are performing better now than five years ago.,Government bonds are performing worse now than five years ago.,1.0,3.0,data-slices,contradiction,neutral,True,neutral
480,Uncertain-Flip,34742.0,The stock market historically has a higher rate of return than government bonds do.,19012.0,Government bonds are performing better than they did five years ago.,Government bonds are performing worse now than five years ago.,1.0,3.0,data-slices,contradiction,neutral,True,neutral
481,Uncertain-Same,34742.0,The stock market historically has a higher rate of return than government bonds do.,19013.0,Government bonds are more expensive than five years ago.,Government bonds are performing worse now than five years ago.,1.0,3.0,data-slices,neutral,neutral,False,neutral
482,Uncertain-Flip,36791.0,we all would say who are in industry and everything we'd say hey this means business we ought to,20189.0,The industry doesn't need people like us who mean business.,The industry need more people like us who mean business.,1.0,3.0,data-slices,contradiction,neutral,True,neutral
483,Uncertain-Flip,36791.0,we all would say who are in industry and everything we'd say hey this means business we ought to,20190.0,The industry doesn't have people like us who mean business.,The industry need more people like us who mean business.,2.0,3.0,data-slices,contradiction,contradiction,False,neutral
484,Uncertain-Same,36791.0,we all would say who are in industry and everything we'd say hey this means business we ought to,20191.0,The industry need less people like us who mean business.,The industry need more people like us who mean business.,1.0,3.0,data-slices,neutral,neutral,False,neutral
485,Certain-Flip,36791.0,we all would say who are in industry and everything we'd say hey this means business we ought to,20192.0,The industry has people like us who mean business.,The industry need more people like us who mean business.,2.0,3.0,data-slices,entailment,entailment,False,neutral
486,Certain-Flip,38286.0,MAST has been self-administered and used in a computer format.,20921.0,There is a way to administer MAST without close supervision.,There is no way to administer MAST without close supervision.,2.0,3.0,data-slices,entailment,entailment,False,contradiction
487,Uncertain-Same,38286.0,MAST has been self-administered and used in a computer format.,20923.0,There is no other way to administer MAST without close supervision.,There is no way to administer MAST without close supervision.,1.0,3.0,data-slices,contradiction,contradiction,False,contradiction
488,Uncertain-Flip,38286.0,MAST has been self-administered and used in a computer format.,20924.0,There is only one way to administer MAST without close supervision.,There is no way to administer MAST without close supervision.,1.0,3.0,data-slices,neutral,neutral,False,contradiction
489,Uncertain-Flip,38286.0,MAST has been self-administered and used in a computer format.,20925.0,There is an easy way to administer MAST without close supervision.,There is no way to administer MAST without close supervision.,1.0,3.0,data-slices,neutral,neutral,False,contradiction
490,Uncertain-Flip,42015.0,"Thought you were quite a meek little kid with just enough brains for my purpose.""",22848.0,I expected you to be more than a naive child.,I expected you to be nothing more than a naive child.,2.0,3.0,data-slices,contradiction,contradiction,False,entailment
491,Uncertain-Flip,42015.0,"Thought you were quite a meek little kid with just enough brains for my purpose.""",22850.0,I expected you to be more intelligent than a naive child.,I expected you to be nothing more than a naive child.,2.0,3.0,data-slices,neutral,neutral,False,entailment
492,Uncertain-Same,42015.0,"Thought you were quite a meek little kid with just enough brains for my purpose.""",22851.0,I expected you to be nothing other than a naive child.,I expected you to be nothing more than a naive child.,2.0,3.0,data-slices,entailment,entailment,False,entailment
493,Certain-Same,42015.0,"Thought you were quite a meek little kid with just enough brains for my purpose.""",22853.0,I expected you to be little more than a naive child.,I expected you to be nothing more than a naive child.,2.0,3.0,data-slices,entailment,neutral,True,entailment
494,Uncertain-Flip,43000.0,The main reason I only bought one or two was I knew that after playing them I would generally be stuck with them.,23370.0,"I did not want to buy more, so I only bought a couple.",I did not want to buy more than a couple.,2.0,3.0,data-slices,neutral,entailment,True,entailment
495,Certain-Same,43000.0,The main reason I only bought one or two was I knew that after playing them I would generally be stuck with them.,23378.0,I did not really want to buy more than a couple.,I did not want to buy more than a couple.,2.0,3.0,data-slices,entailment,entailment,False,entailment
496,Uncertain-Same,44014.0,right um i wonder i wonder if now the people in the Soviet Union don't have ideas very different from that so at least,23967.0,I am not at all sure about wondering if people have different ideas from the Soviet Union than today.,I am not at all curious about wondering if people have different ideas from the Soviet Union than today.,1.0,3.0,data-slices,contradiction,neutral,True,contradiction
497,Certain-Flip,44014.0,right um i wonder i wonder if now the people in the Soviet Union don't have ideas very different from that so at least,23973.0,I am curious about wondering if people have different ideas from the Soviet Union than today.,I am not at all curious about wondering if people have different ideas from the Soviet Union than today.,2.0,3.0,data-slices,entailment,neutral,True,contradiction
498,Uncertain-Flip,44014.0,right um i wonder i wonder if now the people in the Soviet Union don't have ideas very different from that so at least,23974.0,"I am not at all sure, but I am wondering if people have different ideas from the Soviet Union than today.",I am not at all curious about wondering if people have different ideas from the Soviet Union than today.,2.0,3.0,data-slices,neutral,entailment,True,contradiction
499,Uncertain-Flip,44014.0,right um i wonder i wonder if now the people in the Soviet Union don't have ideas very different from that so at least,23976.0,I am not sure about wondering if people have different ideas from the Soviet Union than today.,I am not at all curious about wondering if people have different ideas from the Soviet Union than today.,2.0,3.0,data-slices,entailment,neutral,True,contradiction
500,Uncertain-Same,49170.0,members by permitting them to set their own schedules and deadlines.,26754.0,We set schedules and time limits for the members.,We set all schedules and time limits for the members.,1.0,3.0,data-slices,contradiction,contradiction,False,contradiction
501,Uncertain-Same,49170.0,members by permitting them to set their own schedules and deadlines.,26756.0,We set deadlines and time limits for the members.,We set all schedules and time limits for the members.,2.0,3.0,data-slices,contradiction,contradiction,False,contradiction
502,Certain-Flip,49170.0,members by permitting them to set their own schedules and deadlines.,26757.0,There are schedules and time limits for the members.,We set all schedules and time limits for the members.,1.0,3.0,data-slices,entailment,entailment,False,contradiction
503,Uncertain-Flip,49170.0,members by permitting them to set their own schedules and deadlines.,26758.0,We have set deadlines and time limits for the members.,We set all schedules and time limits for the members.,2.0,3.0,data-slices,entailment,entailment,False,contradiction
504,Uncertain-Flip,50655.0,"""Blue Bellies?"" Drew was wrenched back months, a year, by that old army slang.",27447.0,Drew was remembering the time he was in the army because of the term Blue Bellies.,Drew was remembering the past in the army because of the term Blue Bellies.,1.0,3.0,data-slices,neutral,entailment,True,entailment
505,Certain-Flip,50655.0,"""Blue Bellies?"" Drew was wrenched back months, a year, by that old army slang.",27450.0,Drew was stopped from serving in the army because of the term Blue Bellies.,Drew was remembering the past in the army because of the term Blue Bellies.,2.0,3.0,data-slices,neutral,neutral,False,entailment
506,Uncertain-Flip,50655.0,"""Blue Bellies?"" Drew was wrenched back months, a year, by that old army slang.",27451.0,Drew was remembering his time in the army because of the term Blue Bellies.,Drew was remembering the past in the army because of the term Blue Bellies.,1.0,3.0,data-slices,neutral,entailment,True,entailment
507,Uncertain-Same,50655.0,"""Blue Bellies?"" Drew was wrenched back months, a year, by that old army slang.",27452.0,Drew was remembering his days in the army because of the term Blue Bellies.,Drew was remembering the past in the army because of the term Blue Bellies.,1.0,3.0,data-slices,entailment,entailment,False,entailment
508,Uncertain-Flip,51456.0,"His head turned, his attitude now one of listening concentration.",27968.0,"Before he turned his head, he was listening.","Before he turned his head, he was not listening.",2.0,3.0,data-slices,contradiction,neutral,True,neutral
509,Uncertain-Flip,51456.0,"His head turned, his attitude now one of listening concentration.",27973.0,"Before he turned his head, he was focused on listening.","Before he turned his head, he was not listening.",2.0,3.0,data-slices,contradiction,neutral,True,neutral
510,Uncertain-Flip,52021.0,Some have argued that the mission of the visa function is primarily related to homeland security and that therefore the function should be located within the proposed department.,28330.0,The mission of the visa function was discussed by.,The mission of the visa function was discussed by some people.,1.0,3.0,data-slices,neutral,neutral,False,entailment
511,Uncertain-Flip,52021.0,Some have argued that the mission of the visa function is primarily related to homeland security and that therefore the function should be located within the proposed department.,28332.0,The mission of the visa function was discussed by many people.,The mission of the visa function was discussed by some people.,1.0,3.0,data-slices,neutral,neutral,False,entailment
512,Uncertain-Same,52021.0,Some have argued that the mission of the visa function is primarily related to homeland security and that therefore the function should be located within the proposed department.,28334.0,The mission of the visa function was discussed by a lot of people.,The mission of the visa function was discussed by some people.,1.0,3.0,data-slices,entailment,neutral,True,entailment
513,Certain-Same,52021.0,Some have argued that the mission of the visa function is primarily related to homeland security and that therefore the function should be located within the proposed department.,28335.0,The mission of the visa function was primarily related to homeland security for some people.,The mission of the visa function was discussed by some people.,1.0,3.0,data-slices,entailment,entailment,False,entailment
514,Uncertain-Same,53815.0,"From here, it's a short walk west to the grounds of Shinobazu Pond.",29255.0,"If you will walk west from Shinobazu Pond, you will go to the Whisperer's Forest.","If you will walk past, you will go to the Whisperer's Forest.",1.0,3.0,data-slices,contradiction,neutral,True,contradiction
515,Uncertain-Flip,53815.0,"From here, it's a short walk west to the grounds of Shinobazu Pond.",29256.0,"If you will walk to Shinobazu Pond, you will go to the Whisperer's Forest.","If you will walk past, you will go to the Whisperer's Forest.",1.0,3.0,data-slices,neutral,neutral,False,contradiction
516,Certain-Same,53815.0,"From here, it's a short walk west to the grounds of Shinobazu Pond.",29257.0,"If you will walk west, you will go to the Whisperer's Forest.","If you will walk past, you will go to the Whisperer's Forest.",1.0,3.0,data-slices,contradiction,neutral,True,contradiction
517,Uncertain-Flip,53815.0,"From here, it's a short walk west to the grounds of Shinobazu Pond.",29258.0,If you will walk to Shinobazu Pond you will go to the Whisperer's Forest.,"If you will walk past, you will go to the Whisperer's Forest.",1.0,3.0,data-slices,neutral,neutral,False,contradiction
518,Certain-Flip,54357.0,Estimating the private saving offset is complicated by the fact that individuals may respond differently to changes in government saving.,29566.0,Individuals may react differently if they realize the government is saving less.,Individuals might save more if they realize the government is saving less.,2.0,3.0,data-slices,entailment,neutral,True,neutral
519,Uncertain-Same,54357.0,Estimating the private saving offset is complicated by the fact that individuals may respond differently to changes in government saving.,29567.0,Individuals might save more if they realize the government.,Individuals might save more if they realize the government is saving less.,2.0,3.0,data-slices,neutral,neutral,False,neutral
520,Uncertain-Same,54357.0,Estimating the private saving offset is complicated by the fact that individuals may respond differently to changes in government saving.,29568.0,Individuals might save less if they realize the government is saving less.,Individuals might save more if they realize the government is saving less.,2.0,3.0,data-slices,neutral,neutral,False,neutral
521,Uncertain-Flip,54357.0,Estimating the private saving offset is complicated by the fact that individuals may respond differently to changes in government saving.,29569.0,Individuals might save differently if they realize the government is saving less.,Individuals might save more if they realize the government is saving less.,2.0,3.0,data-slices,entailment,neutral,True,neutral
522,Uncertain-Flip,58558.0,We selected six private sector companies and three state governments to serve as our case studies.,31821.0,There are less than a handful of companies in the private sector.,We chose more than a handful of companies in the private sector.,2.0,3.0,data-slices,neutral,neutral,False,entailment
523,Certain-Flip,58558.0,We selected six private sector companies and three state governments to serve as our case studies.,31822.0,We did not choose more than a handful of companies in the private sector.,We chose more than a handful of companies in the private sector.,2.0,3.0,data-slices,contradiction,contradiction,False,entailment
524,Uncertain-Same,58558.0,We selected six private sector companies and three state governments to serve as our case studies.,31823.0,We chose only a handful of companies in the private sector.,We chose more than a handful of companies in the private sector.,2.0,3.0,data-slices,entailment,contradiction,True,entailment
525,Uncertain-Same,58558.0,We selected six private sector companies and three state governments to serve as our case studies.,31826.0,We only chose a handful of companies in the private sector.,We chose more than a handful of companies in the private sector.,2.0,3.0,data-slices,entailment,contradiction,True,entailment
526,Certain-Same,64405.0,"Being president is not about bucking authority, it's about being authority.",34802.0,Being president will not allow you to shrug off authority but be better than that.,Being president should not allow you to shrug off authority but be better than that.,2.0,3.0,data-slices,neutral,neutral,False,neutral
527,Uncertain-Same,64405.0,"Being president is not about bucking authority, it's about being authority.",34803.0,Being president should not allow you to shrug off authority but be more than that.,Being president should not allow you to shrug off authority but be better than that.,2.0,3.0,data-slices,neutral,entailment,True,neutral
528,Uncertain-Flip,64405.0,"Being president is not about bucking authority, it's about being authority.",34804.0,Being president will allow you to shrug off authority but be better than that.,Being president should not allow you to shrug off authority but be better than that.,2.0,3.0,data-slices,contradiction,contradiction,False,neutral
529,Uncertain-Flip,64405.0,"Being president is not about bucking authority, it's about being authority.",34806.0,Being president should not allow you to shrug off authority but it's more than that.,Being president should not allow you to shrug off authority but be better than that.,2.0,3.0,data-slices,entailment,entailment,False,neutral
530,Certain-Same,64885.0,The Manson fight is a morality play in which everyone wins.,35044.0,The brawl is based on principles of morality in which no one loses.,The brawl is based on principles where no one loses.,2.0,3.0,data-slices,entailment,neutral,True,entailment
531,Uncertain-Same,64885.0,The Manson fight is a morality play in which everyone wins.,35045.0,The brawl is based on morality because no one loses.,The brawl is based on principles where no one loses.,1.0,3.0,data-slices,entailment,neutral,True,entailment
532,Uncertain-Same,64885.0,The Manson fight is a morality play in which everyone wins.,35046.0,The brawl is based on principles where.,The brawl is based on principles where no one loses.,2.0,3.0,data-slices,entailment,neutral,True,entailment
533,Uncertain-Flip,64885.0,The Manson fight is a morality play in which everyone wins.,35047.0,The brawl is based on principles where everyone wins and no one loses.,The brawl is based on principles where no one loses.,2.0,3.0,data-slices,neutral,entailment,True,entailment
534,Certain-Same,65448.0,"They don't seem to have the damage they claim they have, and they're bragging about it.",35410.0,They're boasting about not having any damage at all.,They're bragging about not having any damage at all.,2.0,3.0,data-slices,contradiction,contradiction,False,contradiction
535,Uncertain-Flip,65448.0,"They don't seem to have the damage they claim they have, and they're bragging about it.",35411.0,They're bragging about it because they don't have any damage at all.,They're bragging about not having any damage at all.,2.0,3.0,data-slices,neutral,neutral,False,contradiction
536,Uncertain-Same,65448.0,"They don't seem to have the damage they claim they have, and they're bragging about it.",35416.0,They're bragging about not having any.,They're bragging about not having any damage at all.,2.0,3.0,data-slices,contradiction,neutral,True,contradiction
537,Uncertain-Flip,68991.0,"It is not the mandated, nondistortable function of the courts to inquire into all serious questions of statutory validity in all cases.",37296.0,Courts inquire into validity of cases because serious questions should not be pursued.,Courts inquire into validity of cases because some cases cannot be pursued.,1.0,3.0,data-slices,contradiction,contradiction,False,neutral
538,Certain-Same,68991.0,"It is not the mandated, nondistortable function of the courts to inquire into all serious questions of statutory validity in all cases.",37297.0,Courts inquire into validity of cases because some cases can be pursued.,Courts inquire into validity of cases because some cases cannot be pursued.,2.0,3.0,data-slices,neutral,neutral,False,neutral
539,Uncertain-Flip,68991.0,"It is not the mandated, nondistortable function of the courts to inquire into all serious questions of statutory validity in all cases.",37300.0,Courts inquire into validity of cases because serious cases cannot be pursued.,Courts inquire into validity of cases because some cases cannot be pursued.,2.0,3.0,data-slices,contradiction,neutral,True,neutral
540,Uncertain-Same,68991.0,"It is not the mandated, nondistortable function of the courts to inquire into all serious questions of statutory validity in all cases.",37302.0,Courts inquire into validity of cases but serious cases cannot be pursued.,Courts inquire into validity of cases because some cases cannot be pursued.,2.0,3.0,data-slices,neutral,neutral,False,neutral
541,Uncertain-Same,70716.0,"Beyond the caravanserai is the town's Covered Market, which is as interesting to explore as Istanbul's.",38251.0,The Covered Market is more interesting than the one in Istanbul.,The Covered Market is more boring than the one in Istanbul.,2.0,3.0,data-slices,contradiction,contradiction,False,contradiction
542,Uncertain-Same,70716.0,"Beyond the caravanserai is the town's Covered Market, which is as interesting to explore as Istanbul's.",38252.0,The Covered Market is less boring than the one in Istanbul.,The Covered Market is more boring than the one in Istanbul.,1.0,3.0,data-slices,contradiction,contradiction,False,contradiction
543,Uncertain-Flip,70716.0,"Beyond the caravanserai is the town's Covered Market, which is as interesting to explore as Istanbul's.",38255.0,The Covered Market is better than the one in Istanbul.,The Covered Market is more boring than the one in Istanbul.,1.0,3.0,data-slices,neutral,neutral,False,contradiction
544,Certain-Flip,70716.0,"Beyond the caravanserai is the town's Covered Market, which is as interesting to explore as Istanbul's.",38256.0,The Covered Market is much bigger than the one in Istanbul.,The Covered Market is more boring than the one in Istanbul.,1.0,3.0,data-slices,neutral,neutral,False,contradiction
545,Uncertain-Same,73132.0,We do not solicit donations in locations where we have not received written confirmation of compliance.,39520.0,We try and get donations in certain locations.,We do not try and get donations in certain locations.,2.0,3.0,data-slices,entailment,entailment,False,entailment
