HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.premise1,Input.hypothesis1,Input.lang1,Input.score1,Input.premise2,Input.hypothesis2,Input.lang2,Input.score2,Input.premise3,Input.hypothesis3,Input.lang3,Input.score3,Input.premise4,Input.hypothesis4,Input.lang4,Input.score4,Input.premise5,Input.hypothesis5,Input.lang5,Input.score5,Answer.c1.c,Answer.c2.c,Answer.c3.c,Answer.c4.c,Answer.c5.c,Answer.e1.e,Answer.e2.e,Answer.e3.e,Answer.e4.e,Answer.e5.e,Answer.n1.n,Answer.n2.n,Answer.n3.n,Answer.n4.n,Answer.n5.n,Answer.x1.x,Answer.x2.x,Answer.x3.x,Answer.x4.x,Answer.x5.x,label1,label2,label3,label4,label5
3RZS0FBRWLCDKJ33PMQZ1MHPZQ8PCP,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:42 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:42 PDT 2020,,,39DD6S19JQDPH5NHYOZX6SFRQ6GEZV,A2M1CVZZJAN4T4,Approved,Tue Apr 21 07:31:59 PDT 2020,Tue Apr 21 09:02:39 PDT 2020,Wed Apr 22 09:02:39 PDT 2020,Wed Apr 22 09:02:44 PDT 2020,,,5440,100% (351/351),100% (56/56),100% (56/56),"The Nabataeans were again victorious over the Greeks, and this time over the Seleucids.",Once again they met the Redskins and this time the Bears won.,de,1.026339885,"In this leg's Roadblock, teams travel to Coronet Peak and one team member have to search for their next clue buried in the snow hill using their avalanche rescue transceiver.","In this roadblock leg, the team traveled to the Coronet Peak and one member of the team to find clues buried in the snowhills they used transceiver rescue avalanches.",id,1.064015743,September 3 - The Michigan State Fair closed for the year with record-setting attendance that exceeded 1 million persons.,"September 1, 2000, - Leo World went into an indefinitely termable rest work and was virtually closed.",ja,1.028829254,I put my work base in New York and London. It's from 2002- 2007.,The album was recorded in Milan and London between 2007 and 2008.,ja,1.021847694,"The studio quotes Marvel's ""passion for Halo"" and defines the company's main objective: ""to reach the comic book and publishing industry"".","Bungie cited Marvel's ""passion for Halo"" and ""reach in the comic and publishing industry"" as the main draws to the company.",fr,1.030368462,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,c,e,c,c,n
3D3B8GE893TBMLW0D2G8ZWGHT55P98,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:42 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:42 PDT 2020,,,3PJ71Z61R54BRDBSI2AJMKU4MUN19J,A3BI0AX5T5GVO3,Approved,Tue Apr 21 07:43:02 PDT 2020,Tue Apr 21 07:44:04 PDT 2020,Wed Apr 22 07:44:04 PDT 2020,Wed Apr 22 07:44:44 PDT 2020,,,62,100% (10/10),100% (10/10),100% (10/10),"The Russians were divided into twelve economic regions (Russian: ▪осстьсть сссс сс с ссть, economicskiye rayony, sing. economicssky rayon) - the administrative divisions that have the following features: Goals and participation in economic and social development programs; and relative economic conditions; similar climate conditions, ecology and geology; similar methods of technical engineering inspection; similar pabean methods; similar living conditions; economic areas also become economic zones (also called zones).","Russia is divided into twelve economic regions (Russian: экономи́ческие райо́ны, ekonomicheskiye rayony, sing. ekonomichesky rayon)—groups of federal subjects sharing the following characteristics: Common economic and social goals and participation in development programs; Relatively similar economic conditions and potential; Similar climatic, ecological, and geological conditions; Similar methods of technical inspection of new construction; Similar methods of conducting customs oversight; Overall similar living conditions of the population.",id,1.063315236,"The producer wrote the first quarter going up to the point of the journey through time, Meyer created the middle section of the story taking place in the past and Bennett completed the script.","Meyer wrote the story's middle portion, taking place on 20th-century Earth, and Bennett handled the ending.",cs,1.023687158,"One officer knows who the culprit is and, hiding Drake in the shadows so he may witness what is to take place, confronts the guilty man privately in the final scene.","An officer, who knows who the real culprit is, hides Drake in the shadows so that he can witness what's going to happen.",fr,1.042123026,Soltvadkert is a city in Hungary in the county of Bács-Kiskun in the district of Kiskőrös.,"Soltvadkert is a town located in Bács-Kiskun County, Hungary.",cs,1.021567422,Also unusual was the combination of its toothless jaws and no bony head crest.,A combination of toothless jaws and no cranial ridge is also strange.,cs,1.039613968,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,e,n,n,e,n
3VW0145YLZEU7UCW7YFT7M0PK56MJ4,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:42 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:42 PDT 2020,,,3TXD01ZLD5JQ34WE3VOCGEOLBZA4UT,A1PTH9KTRO06EG,Approved,Tue Apr 21 08:18:06 PDT 2020,Tue Apr 21 09:01:42 PDT 2020,Wed Apr 22 09:01:42 PDT 2020,Wed Apr 22 09:01:44 PDT 2020,,,2616,100% (28/28),100% (28/28),100% (28/28),The losses could be much bigger.,Losses can be extremely large.,cs,1.045696212,By 1954 she was registered as a conductor and driver of the Transport Enterprises.,By 1914 he was working as an engineer and a race car driver.,cs,1.021218659,"On Wednesday, June 4, 2008, the local Cairoist, G. Andrew Secrety, was appointed by the committee to serve 18 months of the remaining office of Chief Michael Danunzio, and Secrety was reelected in November 2009 and served four years.","On Wednesday June 4, 2008, local chiropractor G. Andrew Szekely was appointed by council resolution to serve the remaining 18 months of the term of Mayor Michael DiNunzio.",ja,1.049966323,The oldest members of the islands were Fiji (from 1877 to 1952) and the Solomon Islands (from 1893 to 1976).,The most durable members were Fiji (from 1877 to 1952) and the Solomon Islands (from 1893 to 1976).,id,1.067600267,The available credit on the chip is now too low.,The insurance density is currently very low.,de,1.032654589,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,e,n,e,n,n
3T2HW4QDUW9SSWNW8XU2FWHAUMQC9H,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:42 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:42 PDT 2020,,,3HYA4D452SLRH8K14SAP1ZQKHYWF26,A23KAJRDVCVGOE,Approved,Tue Apr 21 07:32:00 PDT 2020,Tue Apr 21 07:59:09 PDT 2020,Wed Apr 22 07:59:09 PDT 2020,Wed Apr 22 07:59:44 PDT 2020,,,1629,100% (8/8),100% (8/8),100% (8/8),What's new in the time line in the world is a 2065 episode.,The Death World film series takes place in 2068.,ja,1.025176738,"When it's done, we find that Nihlathak has fled.","Hearing this, it is said that Subbulakshmi fainted.",fr,1.021618971,"His depression, which continued to grow in the face of the horror and misery that the soldiers were forced to endure, paradoxically made him a maniac of courage, to the point that he was nicknamed ""Mad Jack"" by his men, for his almost suicidal exploits.","Deepening depression at the horror and misery the soldiers were forced to endure produced in Sassoon a paradoxically manic courage, and he was nicknamed ""Mad Jack"" by his men for his near-suicidal exploits.",fr,1.053912369,"After his arrival, Maruf pays his debts to the merchants and his wedding with Princess Esmagül gets under way.",After his arrival Maruf pays his debts to the merchants and his wedding with Princess Esmagül is initiated.,de,1.092034974,"Except for her grandson, none of them were ever seen again.",I've never seen her at the light of my sister.,ja,1.030157769,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,c,c,e,e,c
37YYO3NWHESUQUUZKH4THMII07TCCY,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:42 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:42 PDT 2020,,,3YDGXNSEO0WS57P10SN7KM6WE8F48A,AHLS6AZ1VTNH7,Approved,Tue Apr 21 08:12:08 PDT 2020,Tue Apr 21 08:34:52 PDT 2020,Wed Apr 22 08:34:52 PDT 2020,Wed Apr 22 08:35:44 PDT 2020,,,1364,100% (5/5),100% (5/5),100% (5/5),"The Protected Media Path is a set of technologies creating a ""Protected Environment,"" first included in Microsoft's Windows Vista operating system, that is used to enforce digital rights management (or DRM) protections on content.","Protected Media Path is a collection of technologies forming Protected Environment, which exists in Windows Vista operating systems, which is used to control digital media copying.",id,1.026706925,The programming model is an abstraction of the computer system.,Resource-oriented computing describes an abstract computing model.,cs,1.029923819,"The Chinese name for the Dragon tiles means ""three elemental tiles"" (三元牌).","The Chinese term ""sān yīquán"" literally means ""poing of the three-one"".",fr,1.021249822,"This ""because"" is said to have been taken from the name of Shintamoto.","This development was labelled ""concerning"" by an OHCHR report.",ja,1.023292406,"This theological thought is said to be the ground of the flesh of Christ, the purest revolution, and even the mother of the spirit of democracy.","Team Expansion participated in Light the Fire, a missional prayer initiative born out of the Restoration Revolution movement.",ja,1.026006524,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n,e,n,n,n
3DTJ4WT8BEHMVLPN8MUWI8J6U1SEZS,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:42 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:42 PDT 2020,,,3S06PH7KSS6NU3O9UIFL8GDUDF21D0,A2SO6K35NMGBB7,Approved,Tue Apr 21 07:31:53 PDT 2020,Tue Apr 21 07:51:13 PDT 2020,Wed Apr 22 07:51:13 PDT 2020,Wed Apr 22 07:51:44 PDT 2020,,,1160,100% (1/1),100% (1/1),100% (1/1),He returned to the French army with the rank of Brigadier General and commanded a division during the Franco-Prussian war of 1870.,He returned to the French army as a brigadier general and commanded a division in the Franco-Prussian War (1870 to 1871).,fr,1.029044586,"The lightweight M6 and M5 variants were developed to equip the M24 Chaffee light tank, and the -G and -H subtypes of the B-25 Mitchell bomber respectively.","Light variety M5 and M6 developed to complement light tanks M24 Chaffee, and subtypes -G and -H from B-25 Mitchell.",id,1.076823732,"Photo and Video Sharing - users can post videos to Facebook and Twitter directly from the software, as well as share directly to friends and family via email or SMS messages.","Recorded videos or photos can be edited immediately in PhotoDJTM and VideoDJTM programs, or sent as MMS and blogs.",cs,1.024246401,"At the National Road Race Championships on 1 July, Degenkolb finished second behind Pascal Ackermann.","On 1 July, he finished second in the German championship behind Pascal Ackermann.",fr,1.052028028,"By 1924, they produced vehicles of their design.",From 1926 they manufactured their own engines.,fr,1.026321777,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,e,n,n,e,c
3087LXLJ6NIHZEJTZ31AUR1KOVOF0J,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:42 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:42 PDT 2020,,,3137ONMDKH7PQOSC8WB8LLZLFGMEG6,A272X64FOZFYLB,Approved,Tue Apr 21 07:31:50 PDT 2020,Tue Apr 21 07:44:22 PDT 2020,Wed Apr 22 07:44:22 PDT 2020,Wed Apr 22 07:44:44 PDT 2020,,,752,100% (686/686),100% (37/37),100% (37/37),"In 1982, Boeing introduced a two-crew cockpit with an all-screen dashboard, new engines and improved materials on its 757 and 767 jets.","In 1982, Boeing introduced a two-crew glass cockpit, new engines, and advanced materials on its 757 and 767 twinjets.",fr,1.078766611,Gebelev was arrested and executed by the German authorities in the summer of 1942.,Dobrowolski was discovered and arrested in June 1942 by the Gestapo.,ja,1.037325012,The main passages of the cave then formed in the early Cenozoic.,This green sandstone was created in the upper chalk in the Cenoman.,de,1.023824928,Monaco has never had a television licence requirement.,Carlos Kleiber never gave a television interview.,fr,1.035219929,It was built for Alfred Freiherr de Rothschild between 1880 and 1883.,Alfred de Rothschild built it between 1880 and 1883.,de,1.050972903,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n,n,n,n,c
3WJGKMRWVJB4VM0DKDZ41S00L75CDY,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:42 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:42 PDT 2020,,,3GU1KF0O4J3XWY9R1OZ5EM7SDAWBP7,A1RC17FXGMK03J,Approved,Tue Apr 21 12:32:22 PDT 2020,Tue Apr 21 13:13:39 PDT 2020,Wed Apr 22 13:13:39 PDT 2020,Wed Apr 22 13:13:44 PDT 2020,,,2477,100% (3/3),100% (3/3),100% (3/3),"In January 2007 he moved to Zamora FC, where he was coached by Darío Martínez, and in July 2008 to Deportivo Táchira.",In January 2007 he moved from Raja Casablanca to Espérance Sportive de Tunis and he transferred in July 2008 to Al-Ittihad.,de,1.020398853,It is reported that the viewer loved this collection after that.,Goethe is also said to have liked the poem.,ja,1.022296506,"UMPCs are generally smaller than subnotebooks, have a TFT display measuring (diagonally) about 12.7 to 17.8 cm (5 to 7 inch screen), are operated like tablet PCs using a touchscreen or a stylus, and can also have a physical keyboard.","Ultra-Mobile PCs are smaller than subnotebooks, have a diagonally about 12.7 to 17.8 centimeters (5-7 inches) large TFT display and, similar to tablet PCs, are mainly operated via the touch-sensitive screen or with stylus pens.",de,1.0550838,"""Five FA deals that make no sense"".","""5 FPI action disbands discussion""",id,1.063691105,"Another recent estimate gives the population as 75,000.",Another study says it's about 75 thousand souls.,id,1.045234228,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,e,e,n,n,e
3ZURAPD289PH634BVM5A8WKUTNUF1M,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:42 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:42 PDT 2020,,,32VNZTT0A86YNC4XZ1T7B31142J4R6,A2QD7QFGCUNF5N,Approved,Tue Apr 21 18:15:42 PDT 2020,Tue Apr 21 21:34:05 PDT 2020,Wed Apr 22 21:34:05 PDT 2020,Wed Apr 22 21:34:44 PDT 2020,,,11903,100% (3/3),100% (3/3),100% (3/3),"When confronted with enemies who fought with techniques he did not know, such as in Central Asia and India, Alexander was quickly able to adjust his army's combat style.","When faced with opponents who used unfamiliar fighting techniques, such as in Central Asia and India, Alexander adapted his forces to his opponents' style.",id,1.077550064,Lampius (Catalan: Lampi; Spanish: Lampio) (died 400 AD) was bishop of Barcelona from 393 to 400 AD.,"Lampi (Latin: Lampius, Spanish: Lampio) was Bishop of Barcelona between 393 and 400.",cs,1.06032144,"There are buildings that consume too much energy every day, and millions of such inefficient buildings will continue to exist in short supply until 2050.","New buildings using more energy than necessary are being built every day, and millions of today's inefficient buildings will remain standing until at least 2050.",ja,1.098605546,"On May 8, 1945, he became a prisoner of war in the United States.","There, on 8 May 1945, he was taken prisoner of war by US forces.",de,1.033715527,"The first continuation covers the period from 1122 to 1131, the second continuation from 1132 to 1154, thus mainly includes the reign of King Stephan.",The second continuation runs from 1132–1154 and includes the reign of King Stephen.,de,1.058555238,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n,e,e,e,n
302OLP89D096XFX10382BRSU048CAW,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:42 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:42 PDT 2020,,,3VJ40NV2QJPF7KR7MADBPG8O9D9TO9,A98E8M4QLI9RS,Approved,Tue Apr 21 12:32:45 PDT 2020,Tue Apr 21 14:12:09 PDT 2020,Wed Apr 22 14:12:09 PDT 2020,Wed Apr 22 14:12:44 PDT 2020,,,5964,100% (556/556),100% (32/32),100% (32/32),"The albums are accompanied by a paper brochure, ""Henio.","Charted albums on Gaon Album Chart: ""One"".",fr,1.020883879,"On the day of his release, journalists from all over the world gathered at the prison fence and made this prison even more famous.","On the day of his release, reporters from all over the world surrounded the prison, giving the prison worldwide publicity.",id,1.056817108,"As indicated by Plato in his Laws, an important element of strategy was to understand if the opponent had a weak or untrained side and to force him to operate on that side and generally take advantage of that weakness.","As Plato indicated in his Law, the key element of strategy is to understand if the opponent has a weak or untrained side and forces him to operate on that side and generally take advantage of that weakness.",id,1.098343465,"Koppány, who continues to rule the southern part of Transdanubia, is the only exception to this scarcity of references.","Koppány, who continued to rule the southern parts of Transdanubia, is the only exception to this dearth of references.",id,1.097638113,It is a national cultural monument to Bosnia and Herzegovina.,It is a national monument of Bosnia and Herzegovina.,cs,1.051999161,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,c,e,e,e,e
3K3IX1W4S7TPR46558U8VRR1ZNNPAN,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:42 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:42 PDT 2020,,,3L2IS5HSFBKCPC6KL038FNUL2G1UNA,A270HX8LH9LJ8W,Approved,Tue Apr 21 07:31:51 PDT 2020,Tue Apr 21 07:45:00 PDT 2020,Wed Apr 22 07:45:00 PDT 2020,Wed Apr 22 07:45:44 PDT 2020,,,789,100% (4/4),100% (4/4),100% (4/4),"A few months remained in England before returning to Normandy in March 1067, taking with him several English hostages, including Stigand, Morcar, Edwin, Edgar and Waltheof.","William remained in England until March 1067, when he returned to Normandy with English prisoners, including Stigand, Morcar, Edwin, Edgar the Ætheling, and Waltheof.",fr,1.038201974,"It is possible to deposit works in any language, although abstracts and keywords must be included in English, in addition to abstracts and keywords in the original language of the document.","Except for exceptions to language customs and words connected with hyphens, each word in the small name must start with capital letters.",ja,1.03083917,"Pine splashboards clad the bow, and lengths of pine 25 mm (1 in) thick and 60 cm (2 ft) wide were wedged between the balsa logs and used as centreboards.","Two boards of pine wood served as a breakwater at the bow, and several 2.5 cm thick and 60 cm long boards were used as swords between the Balsa tribes.",de,1.027753489,"However, Carthage failed to use this advantage to its advantage.","However, Patterson did not use his speed to his benefit.",cs,1.028108714,"Upon arriving, he finds zombies springing from the graveyard.",That's where he saw ghosts coming out of graves.,cs,1.048678739,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,e,n,e,n,c
32CAVSKPCFR6PL11QB09UWLX3A9U10,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:42 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:42 PDT 2020,,,32Q90QCQ1TNUSAOVYNWNJDREMX3EK9,A30VAYXB85107X,Approved,Tue Apr 21 07:31:53 PDT 2020,Tue Apr 21 07:42:26 PDT 2020,Wed Apr 22 07:42:26 PDT 2020,Wed Apr 22 07:42:44 PDT 2020,,,633,100% (1/1),100% (1/1),100% (1/1),He once worked in a restaurant in France and then created an inspired dish of croque-monsieur in France.,"There, he became a master stay-maker, establishing a shop in Sandwich, Kent.",id,1.028378778,"This was used to indicate a positive response, or truth, or approval of the item in front of it.","This was used to indicate yes, true, or confirmed on items in a list.",ja,1.038870268,"The Zaisu is available in many ways, it can either be built in a pillow or a loose Zabuton can be used.","Zaisu come in many styles, and can either have a cushion built in or be used with a zabuton.",de,1.067158647,Full View is a form of escape performance that was popularised by Norman Bigelow Sr. during the 1970s.,Full view. It's the style that Norman Biegerow popularized in the 1970s.,ja,1.024825731,"But since we have seen so many specific challenges over the years yield to such specific data in favor of the text, a presumption tends to build that we should go with the text until definite contrary information is available.","But since we've seen so many certain challenges over the years results like specific data in support of text, the assumption tends to build that we have to go with text until that is definitely contrary to the information available.",id,1.093920573,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,x,e,e,e,n
3OWZNK3RYMRDE6JX9F0NZFV2VGNU2H,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:42 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:42 PDT 2020,,,3TESA3PJ32CNUMGB0XXMBYORK4TMMF,A1EK8YNHZHTW1J,Approved,Tue Apr 21 08:46:01 PDT 2020,Tue Apr 21 09:10:59 PDT 2020,Wed Apr 22 09:10:59 PDT 2020,Wed Apr 22 09:11:44 PDT 2020,,,1498,100% (11/11),100% (11/11),100% (11/11),"On a two-basket scale we compare the weight of the deceased's heart, representing his conscience, with that of the pen of the goddess Maat, goddess of truth and justice.","Then the dead person's heart was weighed on a pair of scales, against the goddess Maat, who embodied truth and justice.",fr,1.039475328,Kaj Kiviniemi was replaced by Miska Holopainen on bass.,Kaj was replaced by Miska on bass.,de,1.045077491,"Thorough, systematic diagnosis is recommended.",Swa-diagnosis is common.,id,1.025641329,"Because the (later overcome) model of magnetic quantities of analog electric charge comes from Coulomb, it is also called magnetic dipole moment Coulomb.","Because U(1) describes electromagnetism including the Coulomb field, the corresponding phase is called a Coulomb phase.",cs,1.035329299,Then he retired in 1989 and died of AIDS in 1991.,"He retired in 1989, finally succumbing to AIDS in 1991.",ja,1.061334548,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n,c,n,n,e
3KA7IJSNW77UAEBXBMU4Q2B7H58PBI,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:42 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:42 PDT 2020,,,39ASUFLU6Y90CAN2X6BC97ZGI6HXEG,A23KAJRDVCVGOE,Approved,Tue Apr 21 07:31:48 PDT 2020,Tue Apr 21 07:57:47 PDT 2020,Wed Apr 22 07:57:47 PDT 2020,Wed Apr 22 07:58:44 PDT 2020,,,1559,100% (8/8),100% (8/8),100% (8/8),"In late 2013, Paul and Lord Infamous were discussing creating a sequel to their 1993 album Come with Me 2 Hell, when the latter came with the idea to try and reunite the whole Three 6 Mafia crew.","At the end of 2013, Paul and Lord Infamous wanted to launch a sequel to Come with Me 2 Hell (1993), bringing together Three 6 Mafia.",fr,1.069381536,"Later on in its history, advertising would be accepted, especially for jobs in higher education, and this would allow the newspaper to be financially independent.","After that, the publishing of information on advertising and especially on higher education began to be accepted, as well as newspapers and financial independence.",ja,1.080512944,"Mitch McDowell was shot in Los Angeles on January 21, 1992.","R. Kalidas was murdered in Madurai on June 21, 2005.",de,1.021918634,The good governance programs aim to improve the system of transparency and accountability of the government to the public.,"Creating new strategies supports improving the quality, efficiency and transparency of public administration and public services.",cs,1.02803245,"He died in March 1963, on the Isle of Man.",He died in May 1934 in his villa on Nutchovka.,cs,1.024110436,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,e,e,c,n,c
30IRMPJWD0LGFUV6URBMU0UC5H5RKW,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:42 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:42 PDT 2020,,,3E4GGUZ1T9T2XUCF531MHCIPPUDK2D,A1EK8YNHZHTW1J,Approved,Tue Apr 21 12:32:12 PDT 2020,Tue Apr 21 12:42:04 PDT 2020,Wed Apr 22 12:42:04 PDT 2020,Wed Apr 22 12:42:44 PDT 2020,,,592,100% (11/11),100% (11/11),100% (11/11),Tashwirul Afkar didn't just gather the sestrene scholars.,Crushington Nothing but Love feat.,id,1.044354834,All appear at the same time in the same place.,They are all shown in the same place.,de,1.038796692,"When flies mate, the male initially flies on top of the female, facing in the same direction, but then turns around to face in the opposite direction.","When flies mate, males start flying over women, facing in the same direction, but then turning to face in the opposite direction.",id,1.065456088,Article 43: Paying for Montreal #,"""SİNEMADA TÜRK-SOVYET İŞBİRLİĞİ,MİLLİYET"". mustafacetin.org (in Turkish).",ja,1.024838576,Pausole invites the bold young man to celebrate Aline's birthday.,Connie invites Bobby over to liven up her slumber party.,de,1.021931925,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n,n,e,c,n
