,Unnamed: 0,review-num,sentence-num,pred-model,fill-model,original,mask-filled,token_changes,n_gram,Word2Vec-Score,Bert-Score,gold-label,fill_prob,orig-label,new-label,orig-label-prob,new-label-prob,label-changed,label-prob-diff
33963,33963,111,9,imdb-BaseBert,BaseBart,But clearly the true hero of this film is Mr Caine.,But clearly the star of this film is Mr Caine.,"('the true hero', 'the star')",3,0.9741670065211064,0.98235023021698,1,-0.10592137277126312,1,0,0.89,0.13,True,0.76
33964,33964,111,9,imdb-BaseBert,BaseBart,But clearly the true hero of this film is Mr Caine.,But clearly the star of this film is Mr Caine.,"('true hero of', 'star of')",3,0.9741670065211064,0.98235023021698,1,-0.1263972371816635,1,0,0.89,0.13,True,0.76
33977,33977,111,10,imdb-BaseBert,BaseBart,This man should do much more comedy.,This is much more comedy.,"('man should do', 'is')",3,0.9432951999532524,0.9079666137695312,1,-0.2525961697101593,0,1,1.0,0.02,True,0.98
33980,33980,111,10,imdb-BaseBert,BaseBart,This man should do much more comedy.,This man is so much more comedy.,"('should do', 'is so')",2,0.9689662925160286,0.9151707291603088,1,-0.2949528098106384,0,1,1.0,0.0,True,1.0
33982,33982,111,10,imdb-BaseBert,BaseBart,This man should do much more comedy.,This is much more comedy.,"('man should do', 'is')",3,0.9432951999532524,0.9079666137695312,1,-0.2525961697101593,0,1,1.0,0.02,True,0.98
33986,33986,111,10,imdb-BaseBert,BaseBart,This man should do much more comedy.,This man should do much more.,"('more comedy', 'more.')",2,0.9727345087002092,0.954146683216095,1,-0.14920395612716675,0,1,1.0,0.17,True,0.83
33989,33989,111,10,imdb-BaseBert,BaseBart,This man should do much more comedy.,This man should do much more.,"('more comedy.', 'more.')",3,0.9727345087002092,0.954146683216095,1,-0.12193018943071365,0,1,1.0,0.17,True,0.83
33990,33990,111,10,imdb-BaseBert,BaseBart,This man should do much more comedy.,This man should do much more.,"('comedy', 'more.')",1,0.9727345087002092,0.954146683216095,1,-0.2889231741428375,0,1,1.0,0.17,True,0.83
33991,33991,111,10,imdb-BaseBert,BaseBart,This man should do much more comedy.,This man should do much more.,"('more comedy', 'more.')",2,0.9727345087002092,0.954146683216095,1,-0.14920395612716675,0,1,1.0,0.17,True,0.83
33992,33992,111,10,imdb-BaseBert,BaseBart,This man should do much more comedy.,This man should do much more.,"('comedy.', 'more.')",2,0.9727345087002092,0.954146683216095,1,-0.062377724796533585,0,1,1.0,0.17,True,0.83
33994,33994,111,10,imdb-BaseBert,BaseBart,This man should do much more comedy.,This man should do much more.,"('more comedy.', 'more.')",3,0.9727345087002092,0.954146683216095,1,-0.12193018943071365,0,1,1.0,0.17,True,0.83
33995,33995,111,10,imdb-BaseBert,BaseBart,This man should do much more comedy.,This man should do much more.,"('comedy.', 'more.')",3,0.9727345087002092,0.954146683216095,1,-0.062377724796533585,0,1,1.0,0.17,True,0.83
34099,34099,112,1,imdb-BaseBert,BaseBart,"It's not perfect, certainly.","It's interesting, certainly.","('not perfect', 'interesting,')",2,0.9595777936193116,0.9302040338516236,1,-0.5297650694847107,0,1,0.76,0.05,True,0.71
34100,34100,112,1,imdb-BaseBert,BaseBart,"It's not perfect, certainly.","It's not easy, certainly.","('perfect,', 'easy,')",2,0.9826944645393956,0.9656341671943665,1,-0.5140954852104187,0,1,0.76,0.24,True,0.52
34101,34101,112,1,imdb-BaseBert,BaseBart,"It's not perfect, certainly.","It's a good question, certainly.","(""'s not perfect"", ""It's a good question,"")",3,0.9603179708438035,0.8934242129325867,1,-0.6253561973571777,0,1,0.76,0.16,True,0.6
34102,34102,112,1,imdb-BaseBert,BaseBart,"It's not perfect, certainly.","It's a good thing, certainly.","('not perfect,', 'a good thing,')",3,0.9696077136023784,0.9182145595550536,1,-0.5797808170318604,0,1,0.76,0.06,True,0.7
34103,34103,112,1,imdb-BaseBert,BaseBart,"It's not perfect, certainly.",It's not that simple.,"('perfect, certainly', 'that simple.')",3,0.9475285408430608,0.8938614726066589,1,-0.487841546535492,0,1,0.76,0.46,True,0.3
34104,34104,112,2,imdb-BaseBert,BaseBart,"The pacing, while perfect for the stage, is in movie form slow as a tortoise with arthritic knees.","The film, while perfect for the stage, is in movie form slow as a tortoise with arthritic knees.","('pacing', 'film,')",1,0.9905731610934778,0.9790313243865968,1,-0.1577254831790924,0,1,0.94,0.01,True,0.9299999999999999
34105,34105,112,2,imdb-BaseBert,BaseBart,"The pacing, while perfect for the stage, is in movie form slow as a tortoise with arthritic knees.","The film, while perfect for the stage, is in movie form slow as a tortoise with arthritic knees.","('The pacing', 'The film,')",2,0.9905731610934778,0.9790313243865968,1,-0.17555367946624756,0,1,0.94,0.01,True,0.9299999999999999
34106,34106,112,2,imdb-BaseBert,BaseBart,"The pacing, while perfect for the stage, is in movie form slow as a tortoise with arthritic knees.","The film, while perfect for the stage, is in movie form slow as a tortoise with arthritic knees.","('pacing,', 'film,')",2,0.9905731610934778,0.9790313243865968,1,-0.15378688275814054,0,1,0.94,0.01,True,0.9299999999999999
34108,34108,112,2,imdb-BaseBert,BaseBart,"The pacing, while perfect for the stage, is in movie form slow as a tortoise with arthritic knees.","The film, while perfect for the stage, is in movie form slow as a tortoise with arthritic knees.","('The pacing,', 'The film,')",3,0.9905731610934778,0.9790313243865968,1,-0.20579732954502106,0,1,0.94,0.01,True,0.9299999999999999
34109,34109,112,2,imdb-BaseBert,BaseBart,"The pacing, while perfect for the stage, is in movie form slow as a tortoise with arthritic knees.","The film, perfect for the stage, is in movie form slow as a tortoise with arthritic knees.","('pacing, while', 'film,')",3,0.9874875868892724,0.962071180343628,1,-0.17748825252056122,0,1,0.94,0.01,True,0.9299999999999999
34123,34123,112,2,imdb-BaseBert,BaseBart,"The pacing, while perfect for the stage, is in movie form slow as a tortoise with arthritic knees.","The pacing, while perfect for the stage, is slow and the form slow as a tortoise with arthritic knees.","('in movie', 'the slow and')",2,0.9892635755997736,0.9635776281356812,1,-0.2524053752422333,0,1,0.94,0.09,True,0.85
34124,34124,112,2,imdb-BaseBert,BaseBart,"The pacing, while perfect for the stage, is in movie form slow as a tortoise with arthritic knees.","The pacing, while perfect for the stage, is in fact as slow as a tortoise with arthritic knees.","('movie form', 'fact as')",2,0.9913631523252292,0.9644568562507628,1,-0.09811823815107346,0,1,0.94,0.24,True,0.7
34126,34126,112,2,imdb-BaseBert,BaseBart,"The pacing, while perfect for the stage, is in movie form slow as a tortoise with arthritic knees.","The pacing, while perfect for the stage, is as slow as a tortoise with arthritic knees.","('in movie form', 'as')",3,0.9897680123288908,0.9700309038162231,1,-0.0691201239824295,0,1,0.94,0.04,True,0.8999999999999999
34127,34127,112,2,imdb-BaseBert,BaseBart,"The pacing, while perfect for the stage, is in movie form slow as a tortoise with arthritic knees.","The pacing, while perfect for the stage, is inimical to the character as a tortoise with arthritic knees.","('movie form slow', 'the inimical to character')",3,0.9789789927902566,0.9342857003211976,1,-0.2766947448253632,0,1,0.94,0.28,True,0.6599999999999999
34129,34129,112,2,imdb-BaseBert,BaseBart,"The pacing, while perfect for the stage, is in movie form slow as a tortoise with arthritic knees.","The pacing, while perfect for the stage, is in fact as slow as a tortoise with arthritic knees.","('movie form', 'fact as')",2,0.9913631523252292,0.9644568562507628,1,-0.09811823815107346,0,1,0.94,0.24,True,0.7
34131,34131,112,2,imdb-BaseBert,BaseBart,"The pacing, while perfect for the stage, is in movie form slow as a tortoise with arthritic knees.","The pacing, while perfect for the stage, is as slow as a tortoise with arthritic knees.","('in movie form', 'as')",3,0.9897680123288908,0.9700309038162231,1,-0.0691201239824295,0,1,0.94,0.04,True,0.8999999999999999
34132,34132,112,2,imdb-BaseBert,BaseBart,"The pacing, while perfect for the stage, is in movie form slow as a tortoise with arthritic knees.","The pacing, while perfect for the stage, is inimical to the character as a tortoise with arthritic knees.","('movie form slow', 'the inimical to character')",3,0.9789789927902566,0.9342857003211976,1,-0.2766947448253632,0,1,0.94,0.28,True,0.6599999999999999
34134,34134,112,2,imdb-BaseBert,BaseBart,"The pacing, while perfect for the stage, is in movie form slow as a tortoise with arthritic knees.","The pacing, while perfect for the stage, is in movie form, as well as a tortoise with arthritic knees.","('slow', 'form, as well')",1,0.9924708817345552,0.9582122564315796,1,-0.2507349848747253,0,1,0.94,0.12,True,0.82
34137,34137,112,2,imdb-BaseBert,BaseBart,"The pacing, while perfect for the stage, is in movie form slow as a tortoise with arthritic knees.","The pacing, while perfect for the stage, is inimical to the character as a tortoise with arthritic knees.","('movie form slow', 'the inimical to character')",3,0.9789789927902566,0.9342857003211976,1,-0.2766947448253632,0,1,0.94,0.28,True,0.6599999999999999
34140,34140,112,2,imdb-BaseBert,BaseBart,"The pacing, while perfect for the stage, is in movie form slow as a tortoise with arthritic knees.","The pacing, while perfect for the stage, is in movie form slow as a dog with arthritic knees.","('tortoise', 'dog')",1,0.9930918059181008,0.9889507293701172,1,-0.18649421632289886,0,1,0.94,0.11,True,0.83
34141,34141,112,2,imdb-BaseBert,BaseBart,"The pacing, while perfect for the stage, is in movie form slow as a tortoise with arthritic knees.","The pacing, while perfect for the stage, is in movie form slow as a man with arthritic knees.","('a tortoise', 'a man')",2,0.9931554453411336,0.9751130938529968,1,-0.21351243555545807,0,1,0.94,0.16,True,0.7799999999999999
34142,34142,112,2,imdb-BaseBert,BaseBart,"The pacing, while perfect for the stage, is in movie form slow as a tortoise with arthritic knees.","The pacing, while perfect for the stage, is in movie form slow as a dog with arthritic knees.","('tortoise with', 'dog with')",2,0.9930918059181008,0.9889507293701172,1,-0.2238309681415558,0,1,0.94,0.11,True,0.83
34143,34143,112,2,imdb-BaseBert,BaseBart,"The pacing, while perfect for the stage, is in movie form slow as a tortoise with arthritic knees.","The pacing, while perfect for the stage, is in movie form slow and uncomfortable for those with arthritic knees.","('as a tortoise', 'for and uncomfortable those')",3,0.9832262519315412,0.9506037831306458,1,-0.21545740962028506,0,1,0.94,0.02,True,0.9199999999999999
34144,34144,112,2,imdb-BaseBert,BaseBart,"The pacing, while perfect for the stage, is in movie form slow as a tortoise with arthritic knees.","The pacing, while perfect for the stage, is in movie form slow as a dog with arthritic knees.","('a tortoise with', 'a dog with')",3,0.9930918059181008,0.9889507293701172,1,-0.2541115880012512,0,1,0.94,0.11,True,0.83
34145,34145,112,2,imdb-BaseBert,BaseBart,"The pacing, while perfect for the stage, is in movie form slow as a tortoise with arthritic knees.","The pacing, while perfect for the stage, is in movie form slow as a dog on its knees.","('tortoise with arthritic', 'dog on its')",3,0.9821924132127238,0.9627552628517152,1,-0.20525534451007846,0,1,0.94,0.02,True,0.9199999999999999
34146,34146,112,2,imdb-BaseBert,BaseBart,"The pacing, while perfect for the stage, is in movie form slow as a tortoise with arthritic knees.","The pacing, while perfect for the stage, is in movie form slow as a tortoise with its knees.","('arthritic', 'its')",1,0.9915141960266376,0.973718762397766,1,-0.1551663875579834,0,1,0.94,0.05,True,0.8899999999999999
34147,34147,112,2,imdb-BaseBert,BaseBart,"The pacing, while perfect for the stage, is in movie form slow as a tortoise with arthritic knees.","The pacing, while perfect for the stage, is in movie form slow as a tortoise on its knees.","('with arthritic', 'on its')",2,0.987683563055173,0.9719274640083312,1,-0.07748017460107802,0,1,0.94,0.14,True,0.7999999999999999
34149,34149,112,2,imdb-BaseBert,BaseBart,"The pacing, while perfect for the stage, is in movie form slow as a tortoise with arthritic knees.","The pacing, while perfect for the stage, is in movie form slow as a dog on its knees.","('tortoise with arthritic', 'dog on its')",3,0.9821924132127238,0.9627552628517152,1,-0.20525534451007846,0,1,0.94,0.02,True,0.9199999999999999
34150,34150,112,2,imdb-BaseBert,BaseBart,"The pacing, while perfect for the stage, is in movie form slow as a tortoise with arthritic knees.","The pacing, while perfect for the stage, is in movie form slow as a tortoise.","('with arthritic knees', 'tortoise.')",3,0.9827595780226392,0.9732497930526732,1,-0.18185438215732572,0,1,0.94,0.04,True,0.8999999999999999
34155,34155,112,2,imdb-BaseBert,BaseBart,"The pacing, while perfect for the stage, is in movie form slow as a tortoise with arthritic knees.","The pacing, while perfect for the stage, is in movie form slow as a tortoise.","('with arthritic knees', 'tortoise.')",3,0.9827595780226392,0.9732497930526732,1,-0.18185438215732572,0,1,0.94,0.04,True,0.8999999999999999
34162,34162,112,3,imdb-BaseBert,BaseBart,Jean Seberg is misdirected to be too sweet and too gentle.,Jean Seberg: Don't be too sweet and too gentle.,"('is misdirected to', ""Seberg: Don't"")",3,0.9472765643966068,0.9322171807289124,1,-0.3558646440505981,0,1,0.97,0.32,True,0.6499999999999999
34189,34189,112,6,imdb-BaseBert,BaseBart,"In no other play has his dialog been more sharp, nor the lines more musical.","In this play has his dialog been more sharp, nor the lines more musical.","('no other', 'this')",2,0.9930568769105458,0.9653185606002808,1,-0.21690186858177185,1,0,0.97,0.02,True,0.95
34225,34225,112,7,imdb-BaseBert,BaseBart,"However, processing this film requires that you look at it as a lawyer.","However, this film requires that you look at it as a lawyer.","(', processing', 'However,')",2,0.9918697676624518,0.9810757040977478,1,-0.10653602331876756,1,0,0.67,0.5,True,0.17000000000000004
34241,34241,112,7,imdb-BaseBert,BaseBart,"However, processing this film requires that you look at it as a lawyer.","However, processing this film, I look at it as a lawyer.","('requires that you', 'film, I')",3,0.9801270265306168,0.9587751030921936,1,-0.23021835088729856,1,0,0.67,0.02,True,0.65
34243,34243,112,7,imdb-BaseBert,BaseBart,"However, processing this film requires that you look at it as a lawyer.","However, processing this film requires that I look at it as a lawyer.","('you look', 'I look')",2,0.9939766424576338,0.9903905391693116,1,-0.15364550054073334,1,0,0.67,0.05,True,0.62
34244,34244,112,7,imdb-BaseBert,BaseBart,"However, processing this film requires that you look at it as a lawyer.","However, processing this film requires that you do it as a lawyer.","('look at', 'do')",2,0.9897138595156436,0.9729591608047484,1,-0.2815278768539429,1,0,0.67,0.2,True,0.47000000000000003
34246,34246,112,7,imdb-BaseBert,BaseBart,"However, processing this film requires that you look at it as a lawyer.","However, processing this film requires that you see it as a lawyer.","('you look at', 'you see')",3,0.9922814727735728,0.9923811554908752,1,-0.2334380000829697,1,0,0.67,0.23,True,0.44000000000000006
34287,34287,112,9,imdb-BaseBert,BaseBart,That is how this picture is to be enjoyed.,That is how this picture is supposed to look.,"('to be enjoyed', 'supposed to look.')",3,0.981755715943125,0.944560170173645,1,-0.2877870202064514,1,0,1.0,0.01,True,0.99
34340,34340,113,2,imdb-BaseBert,BaseBart,No doubt we will be watching it again as it is a series which I would never get sick of watching.,No doubt we will be watching it again as it is a series which I am beginning to get sick of watching.,"('would never', 'am beginning to')",2,0.9939287886692262,0.968453049659729,1,-0.13377384841442108,1,0,1.0,0.0,True,1.0
34342,34342,113,2,imdb-BaseBert,BaseBart,No doubt we will be watching it again as it is a series which I would never get sick of watching.,No doubt we will be watching it again as it is a series which we all get sick of watching.,"('I would never', 'we all')",3,0.9938552678182168,0.9724092483520508,1,-0.15445983409881592,1,0,1.0,0.0,True,1.0
34343,34343,113,2,imdb-BaseBert,BaseBart,No doubt we will be watching it again as it is a series which I would never get sick of watching.,No doubt we will be watching it again as it is a series which I am sick of watching.,"('would never get', 'am')",3,0.9936727211930636,0.9732967615127563,1,-0.1094430536031723,1,0,1.0,0.0,True,1.0
34348,34348,113,2,imdb-BaseBert,BaseBart,No doubt we will be watching it again as it is a series which I would never get sick of watching.,No doubt we will be watching it again as it is a series which I would never recommend watching.,"('get sick of', 'recommend')",3,0.9938398551724664,0.9659166932106018,1,-0.1400759518146515,1,0,1.0,0.0,True,1.0
34349,34349,113,2,imdb-BaseBert,BaseBart,No doubt we will be watching it again as it is a series which I would never get sick of watching.,No doubt we will be watching it again as it is a series which I would never get to watch again.,"('sick of watching', 'to watch again.')",3,0.993078452697202,0.969058394432068,1,-0.10528471320867537,1,0,1.0,0.47,True,0.53
34353,34353,113,2,imdb-BaseBert,BaseBart,No doubt we will be watching it again as it is a series which I would never get sick of watching.,No doubt we will be watching it again as it is a series which I would never get to watch again.,"('sick of watching', 'to watch again.')",3,0.993078452697202,0.969058394432068,1,-0.10528471320867537,1,0,1.0,0.47,True,0.53
34520,34520,114,1,imdb-BaseBert,BaseBart,He suggested we go to see the church with the staircase.,He wanted to go to see the church with the staircase.,"('suggested we', 'wanted to')",2,0.9896283556799136,0.9611946344375609,1,-0.21215304732322693,1,0,0.83,0.42,True,0.41
34537,34537,114,1,imdb-BaseBert,BaseBart,He suggested we go to see the church with the staircase.,He suggested we go to see what was wrong with the staircase.,"('the church', 'what was wrong')",2,0.9740040558806646,0.9467599987983704,1,-0.26212847232818604,1,0,0.83,0.32,True,0.51
34632,34632,114,5,imdb-BaseBert,BaseBart,"If you have not seen the staircase in person, it is worth the trip to go see it.","If you have not seen the staircase in person, it is not worth the trip to go see it.","('worth', 'not worth')",1,0.9993216415472872,0.9841058254241944,1,-0.15293994545936584,1,0,0.99,0.01,True,0.98
34860,34860,115,2,imdb-BaseBert,BaseBart,"The picture is saddled by inane, melodramatic dialog, typical of many sci-fi efforts of the fifties & sixties.","The picture is saddled by a dense, melodramatic dialog, typical of many sci-fi efforts of the fifties & sixties.","('inane', 'a dense,')",1,0.98720828287246,0.9859564900398254,0,-0.18753039836883545,0,1,1.0,0.25,True,0.75
34950,34950,115,6,imdb-BaseBert,BaseBart,"There's much talk of 'ears twitching' and hugging a freeze-ray gun named 'Cleo' (short for Cleopatra, of course).","There's much more to it than just the sound of 'ears twitching' and hugging a freeze-ray gun named 'Cleo' (short for Cleopatra, of course).","('talk', 'more to it than just the sound')",1,0.986029145224272,0.9604001045227052,0,-0.22000889480113986,0,1,0.97,0.22,True,0.75
35045,35045,115,10,imdb-BaseBert,BaseBart,But I don't think it fools anyone over 10 years old.,But I don't know anyone over 10 years old.,"('think it fools', 'know')",3,0.9893952909749084,0.9277432560920716,0,-0.20782069861888885,1,0,0.74,0.37,True,0.37
35046,35046,115,10,imdb-BaseBert,BaseBart,But I don't think it fools anyone over 10 years old.,But I don't think it's fair to anyone over 10 years old.,"('fools', ""it's fair to"")",1,0.9828771331315904,0.9539566040039062,0,-0.23211903870105746,1,0,0.74,0.14,True,0.6
35047,35047,115,10,imdb-BaseBert,BaseBart,But I don't think it fools anyone over 10 years old.,But I don't think it's fair to anyone over 10 years old.,"('it fools', ""it's fair to"")",2,0.9828771331315904,0.9539566040039062,0,-0.31092020869255066,1,0,0.74,0.14,True,0.6
35048,35048,115,10,imdb-BaseBert,BaseBart,But I don't think it fools anyone over 10 years old.,But I don't think it's over 10 years old.,"('fools anyone', ""it's"")",2,0.9817139667487188,0.9265735149383544,0,-0.07448766380548477,1,0,0.74,0.37,True,0.37
35049,35049,115,10,imdb-BaseBert,BaseBart,But I don't think it fools anyone over 10 years old.,But I don't know anyone over 10 years old.,"('think it fools', 'know')",3,0.9893952909749084,0.9277432560920716,0,-0.20782069861888885,1,0,0.74,0.37,True,0.37
35050,35050,115,10,imdb-BaseBert,BaseBart,But I don't think it fools anyone over 10 years old.,But I don't think it's over 10 years old.,"('it fools anyone', ""it's"")",3,0.9817139667487188,0.9265735149383544,0,-0.2097758799791336,1,0,0.74,0.37,True,0.37
35051,35051,115,10,imdb-BaseBert,BaseBart,But I don't think it fools anyone over 10 years old.,But I don't think it's 10 years old.,"('fools anyone over', ""it's"")",3,0.97904327135634,0.9219377636909484,0,-0.13251863420009613,1,0,0.74,0.16,True,0.58
35064,35064,115,11,imdb-BaseBert,BaseBart,The one clever mention I did notice,The one thing I did mention I did notice,"('clever', 'thing I did')",1,0.9681390969834294,0.9239230751991272,0,-0.18201231956481934,0,1,0.98,0.23,True,0.75
35066,35066,115,11,imdb-BaseBert,BaseBart,The one clever mention I did notice,The one thing I did notice,"('clever mention', 'thing')",2,0.9693073029590128,0.9435648322105408,0,-0.04752901196479797,0,1,0.98,0.12,True,0.86
35067,35067,115,11,imdb-BaseBert,BaseBart,The one clever mention I did notice,Not to mention I did notice,"('The one clever', 'Not to')",3,0.9433698037989442,0.8810434937477112,0,-0.16784755885601044,0,1,0.98,0.14,True,0.84
35068,35068,115,11,imdb-BaseBert,BaseBart,The one clever mention I did notice,The one thing I did notice,"('one clever mention', 'one thing')",3,0.9693073029590128,0.9435648322105408,0,-0.236335888504982,0,1,0.98,0.12,True,0.86
35069,35069,115,11,imdb-BaseBert,BaseBart,The one clever mention I did notice,The one thing I did notice,"('clever mention I', 'thing I')",3,0.9693073029590128,0.9435648322105408,0,-0.11915446817874907,0,1,0.98,0.12,True,0.86
35071,35071,115,11,imdb-BaseBert,BaseBart,The one clever mention I did notice,The one thing I did notice,"('clever mention', 'thing')",2,0.9693073029590128,0.9435648322105408,0,-0.04752901196479797,0,1,0.98,0.12,True,0.86
35073,35073,115,11,imdb-BaseBert,BaseBart,The one clever mention I did notice,The one thing I did notice,"('one clever mention', 'one thing')",3,0.9693073029590128,0.9435648322105408,0,-0.236335888504982,0,1,0.98,0.12,True,0.86
35074,35074,115,11,imdb-BaseBert,BaseBart,The one clever mention I did notice,The one thing I did notice,"('clever mention I', 'thing I')",3,0.9693073029590128,0.9435648322105408,0,-0.11915446817874907,0,1,0.98,0.12,True,0.86
35082,35082,115,12,imdb-BaseBert,BaseBart,"was that the memories of the surviving astronaut would be tinged with unreality, so that would explain the unreal nature of the martian vista.","was that the image of the surviving astronaut would be tinged with unreality, so that would explain the unreal nature of the martian vista.","('memories', 'image')",1,0.9954417009013932,0.989687204360962,0,-0.11625419557094575,1,0,0.62,0.16,True,0.45999999999999996
35083,35083,115,12,imdb-BaseBert,BaseBart,"was that the memories of the surviving astronaut would be tinged with unreality, so that would explain the unreal nature of the martian vista.","was that the image of the surviving astronaut would be tinged with unreality, so that would explain the unreal nature of the martian vista.","('the memories', 'the image')",2,0.9954417009013932,0.989687204360962,0,-0.1089555025100708,1,0,0.62,0.16,True,0.45999999999999996
35084,35084,115,12,imdb-BaseBert,BaseBart,"was that the memories of the surviving astronaut would be tinged with unreality, so that would explain the unreal nature of the martian vista.","was that the image of the surviving astronaut would be tinged with unreality, so that would explain the unreal nature of the martian vista.","('memories of', 'image of')",2,0.9954417009013932,0.989687204360962,0,-0.11075358092784883,1,0,0.62,0.16,True,0.45999999999999996
35085,35085,115,12,imdb-BaseBert,BaseBart,"was that the memories of the surviving astronaut would be tinged with unreality, so that would explain the unreal nature of the martian vista.","was that the image of the surviving astronaut would be tinged with unreality, so that would explain the unreal nature of the martian vista.","('that the memories', 'that the image')",3,0.9954417009013932,0.989687204360962,0,-0.1875344216823578,1,0,0.62,0.16,True,0.45999999999999996
35086,35086,115,12,imdb-BaseBert,BaseBart,"was that the memories of the surviving astronaut would be tinged with unreality, so that would explain the unreal nature of the martian vista.","was that the image of the surviving astronaut would be tinged with unreality, so that would explain the unreal nature of the martian vista.","('the memories of', 'the image of')",3,0.9954417009013932,0.989687204360962,0,-0.11968695372343065,1,0,0.62,0.16,True,0.45999999999999996
35087,35087,115,12,imdb-BaseBert,BaseBart,"was that the memories of the surviving astronaut would be tinged with unreality, so that would explain the unreal nature of the martian vista.","was that the image of the surviving astronaut would be tinged with unreality, so that would explain the unreal nature of the martian vista.","('memories of the', 'the image of')",3,0.9954417009013932,0.989687204360962,0,-0.1252940446138382,1,0,0.62,0.16,True,0.45999999999999996
35099,35099,115,12,imdb-BaseBert,BaseBart,"was that the memories of the surviving astronaut would be tinged with unreality, so that would explain the unreal nature of the martian vista.","was that the memories of the surviving martians were tinged with unreality, so that would explain the unreal nature of the martian vista.","('astronaut would be', 'martians were')",3,0.9910351876364124,0.9815223217010498,0,-0.12565691769123075,1,0,0.62,0.36,True,0.26
35100,35100,115,12,imdb-BaseBert,BaseBart,"was that the memories of the surviving astronaut would be tinged with unreality, so that would explain the unreal nature of the martian vista.","was that the memories of the surviving astronaut would be tinged with unreality, so that they could not explain the unreal nature of the martian vista.","('would', 'would they could not')",1,0.997617917516774,0.9673393964767456,0,-0.18314483761787412,1,0,0.62,0.07,True,0.55
35102,35102,115,12,imdb-BaseBert,BaseBart,"was that the memories of the surviving astronaut would be tinged with unreality, so that would explain the unreal nature of the martian vista.","was that the memories of the surviving astronaut were tinged with unreality, so that would explain the unreal nature of the martian vista.","('would be', 'were')",2,0.9969531826195124,0.9914180636405944,0,-0.04538128152489662,1,0,0.62,0.36,True,0.26
35104,35104,115,12,imdb-BaseBert,BaseBart,"was that the memories of the surviving astronaut would be tinged with unreality, so that would explain the unreal nature of the martian vista.","was that the memories of the surviving martians were tinged with unreality, so that would explain the unreal nature of the martian vista.","('astronaut would be', 'martians were')",3,0.9910351876364124,0.9815223217010498,0,-0.12565691769123075,1,0,0.62,0.36,True,0.26
35105,35105,115,12,imdb-BaseBert,BaseBart,"was that the memories of the surviving astronaut would be tinged with unreality, so that would explain the unreal nature of the martian vista.","was that the memories of the surviving astronaut were filled with unreality, so that would explain the unreal nature of the martian vista.","('would be tinged', 'were filled')",3,0.9928625076194542,0.9833269715309144,0,-0.11772798746824265,1,0,0.62,0.06,True,0.56
35106,35106,115,12,imdb-BaseBert,BaseBart,"was that the memories of the surviving astronaut would be tinged with unreality, so that would explain the unreal nature of the martian vista.","was that the memories of the surviving astronaut would be filled with unreality, so that would explain the unreal nature of the martian vista.","('tinged', 'filled')",1,0.9959102693056529,0.9900303483009338,0,-0.10851337760686874,1,0,0.62,0.22,True,0.4
35107,35107,115,12,imdb-BaseBert,BaseBart,"was that the memories of the surviving astronaut would be tinged with unreality, so that would explain the unreal nature of the martian vista.","was that the memories of the surviving astronaut would be filled with unreality, so that would explain the unreal nature of the martian vista.","('be tinged', 'be filled')",2,0.9959102693056529,0.9900303483009338,0,-0.1142192855477333,1,0,0.62,0.22,True,0.4
35108,35108,115,12,imdb-BaseBert,BaseBart,"was that the memories of the surviving astronaut would be tinged with unreality, so that would explain the unreal nature of the martian vista.","was that the memories of the surviving astronaut would be in a state of unreality, so that would explain the unreal nature of the martian vista.","('tinged with', 'of in a state')",2,0.9894388829606576,0.9825538396835328,0,-0.16234973073005676,1,0,0.62,0.32,True,0.3
35109,35109,115,12,imdb-BaseBert,BaseBart,"was that the memories of the surviving astronaut would be tinged with unreality, so that would explain the unreal nature of the martian vista.","was that the memories of the surviving astronaut were filled with unreality, so that would explain the unreal nature of the martian vista.","('would be tinged', 'were filled')",3,0.9928625076194542,0.9833269715309144,0,-0.11772798746824265,1,0,0.62,0.06,True,0.56
35110,35110,115,12,imdb-BaseBert,BaseBart,"was that the memories of the surviving astronaut would be tinged with unreality, so that would explain the unreal nature of the martian vista.","was that the memories of the surviving astronaut would be of unreality, so that would explain the unreal nature of the martian vista.","('be tinged with', 'of be')",3,0.99451731753232,0.9857289791107178,0,-0.18114762008190155,1,0,0.62,0.2,True,0.42
35111,35111,115,12,imdb-BaseBert,BaseBart,"was that the memories of the surviving astronaut would be tinged with unreality, so that would explain the unreal nature of the martian vista.","was that the memories of the surviving astronaut would be lost, so that would explain the unreal nature of the martian vista.","('tinged with unreality', 'lost,')",3,0.9881040195245288,0.9730581045150756,0,-0.1720086634159088,1,0,0.62,0.17,True,0.44999999999999996
35112,35112,115,12,imdb-BaseBert,BaseBart,"was that the memories of the surviving astronaut would be tinged with unreality, so that would explain the unreal nature of the martian vista.","was that the memories of the surviving astronaut would be tinged with images of the martian vista, so that would explain the unreal nature of the martian vista.","('unreality', 'the of images martian vista,')",1,0.9890040906569716,0.9763456583023072,0,-0.22501792013645167,1,0,0.62,0.03,True,0.59
35113,35113,115,12,imdb-BaseBert,BaseBart,"was that the memories of the surviving astronaut would be tinged with unreality, so that would explain the unreal nature of the martian vista.","was that the memories of the surviving astronaut would be tinged with color, so that would explain the unreal nature of the martian vista.","('with unreality', 'with color,')",2,0.9936284220587714,0.9867865443229676,0,-0.17263846099376678,1,0,0.62,0.04,True,0.58
